id,dep_delayed_15min
0,0.06453560575937617
1,0.06655827266339666
2,0.09445853795907452
3,0.15715168711665556
4,0.23619248207880902
5,0.09051924202572544
6,0.0486230155046365
7,0.29676469818817336
8,0.13576831765624064
9,0.29013152942006293
10,0.275284855205633
11,0.32396940649235867
12,0.09491247147702597
13,0.1498609923211524
14,0.0682807329406535
15,0.2437004188145587
16,0.08563117009700025
17,0.2674105368801517
18,0.4810533667590704
19,0.03536575389310661
20,0.19653344539737672
21,0.0667424314812907
22,0.3678892977983616
23,0.1070568617545715
24,0.21508679945183803
25,0.2944541931427315
26,0.02744759688464319
27,0.08710948883520073
28,0.35752127457989114
29,0.13487754365106386
30,0.161883661966923
31,0.37549972813799176
32,0.041699338560012726
33,0.19466546896782766
34,0.5162154412158169
35,0.32151713583975017
36,0.1895969007401757
37,0.125757034602618
38,0.058309268579173026
39,0.18127004633555477
40,0.1398897531602588
41,0.1432182960481457
42,0.1621603711584626
43,0.25879936817145854
44,0.12410488971939199
45,0.4228991909592133
46,0.0092368509858071
47,0.2148833971853536
48,0.6323110109696211
49,0.0888084389869355
50,0.5104308900474446
51,0.07541937689503463
52,0.1320320457904023
53,0.39957385513219
54,0.24892750646477518
55,0.08867086382460672
56,0.2763379979103232
57,0.35471121575948245
58,0.05540090847274142
59,0.3286015723997317
60,0.22423270401040835
61,0.05345020870635987
62,0.1309927813774155
63,0.3044464668121425
64,0.1618379870461647
65,0.13456140324992763
66,0.043851091810049876
67,0.14406506778677605
68,0.12513969352595028
69,0.18281031303845796
70,0.04326679633500683
71,0.28289985859186345
72,0.38866689944466626
73,0.23839794003900755
74,0.564043206839341
75,0.2720567689057424
76,0.08553393994763513
77,0.1926475004150381
78,0.06458612728612262
79,0.09735556553153521
80,0.18043734857455668
81,0.25687494523288523
82,0.0924484874370761
83,0.12240736551220294
84,0.09543972288843726
85,0.0275446528522999
86,0.10593754726698415
87,0.20937492996614415
88,0.2207673239009833
89,0.23655884456453397
90,0.1467386719794212
91,0.2726131062574175
92,0.22936935052640783
93,0.15765444648461965
94,0.15975078496061423
95,0.13331592721072894
96,0.26982044894870527
97,0.06487864798595716
98,0.1569290542545581
99,0.36500392348193933
100,0.1031714116641139
101,0.1564110598338827
102,0.08278709244956382
103,0.14480675418513517
104,0.03219286746096811
105,0.07139770608536714
106,0.21925561208667754
107,0.07199539314125752
108,0.14775547280168355
109,0.18939103580783362
110,0.2054975935260369
111,0.16392166907070782
112,0.6296426099631571
113,0.04091680530200653
114,0.04616987318174198
115,0.08770589474774464
116,0.07216277130616608
117,0.5615081268790478
118,0.06871447801517212
119,0.12027761320693346
120,0.3750986406915441
121,0.30189097781037677
122,0.18301672882738074
123,0.13794887133851763
124,0.17810716032376087
125,0.045882528974799545
126,0.07736179799087596
127,0.05229093559041312
128,0.05373750203722035
129,0.36331499665243217
130,0.3042482616718438
131,0.12012325280400284
132,0.05423357257817087
133,0.19848349834530532
134,0.08791830443939046
135,0.32572382844994197
136,0.22204435431538738
137,0.10671476191969394
138,0.023392489610320172
139,0.10031790051683157
140,0.32330483291797385
141,0.18013095935547557
142,0.30563688611058176
143,0.2748812744276069
144,0.10898079029577891
145,0.24545895214691946
146,0.1860456237577762
147,0.21788145285585953
148,0.09949499834709583
149,0.4909633341194705
150,0.40391959513088976
151,0.22615665185139797
152,0.08692017868697047
153,0.08757906127593372
154,0.18443533350828367
155,0.10376509952477968
156,0.2747090892114106
157,0.20279778321861147
158,0.3131829783657661
159,0.04688209105712844
160,0.0881518616812348
161,0.2847860355591353
162,0.540800794984126
163,0.09228920234391966
164,0.1586446559920919
165,0.11307575777104548
166,0.15203796117044946
167,0.024522864408186917
168,0.10927649039020279
169,0.2569251980687933
170,0.27092716137543205
171,0.15769427486372764
172,0.09301675671381775
173,0.2845833661060019
174,0.32822401442666543
175,0.21809376207108402
176,0.1474131766188131
177,0.014807568946791534
178,0.28870865828116654
179,0.10732650091915619
180,0.05997510733188696
181,0.09636446890368369
182,0.23457900217299396
183,0.4200851082202864
184,0.2190059183768872
185,0.31175740635772436
186,0.262067643105765
187,0.2954755729217988
188,0.2910746897369678
189,0.30757214783794573
190,0.3403248152504401
191,0.3054589682305854
192,0.19885848186801064
193,0.15692349377706263
194,0.1665037996091402
195,0.12631435893532153
196,0.08359353749582202
197,0.09260667319342858
198,0.3045509981449642
199,0.22932551078447014
200,0.16121509870358652
201,0.2753424409722095
202,0.16436284183689684
203,0.023285632555437828
204,0.11343178270018235
205,0.32212671802321696
206,0.46306277175843585
207,0.058079738678208044
208,0.15199987559894662
209,0.12021979914096413
210,0.08182962214700339
211,0.08158154026764272
212,0.23221229222777134
213,0.30436340796186356
214,0.13777396472182807
215,0.1455168944978173
216,0.053801998451038245
217,0.13010504180892202
218,0.12426527488687077
219,0.13413416955326626
220,0.1698354247046922
221,0.3171164466422952
222,0.239532927283982
223,0.07662796632068404
224,0.264298447889268
225,0.08553400555634608
226,0.2726601330215168
227,0.3352417946070615
228,0.2784207602143287
229,0.542905688231935
230,0.04462986083082945
231,0.1362889899044786
232,0.12595051909469732
233,0.4084051106819768
234,0.1461313126902169
235,0.10734926826110106
236,0.013188404728728537
237,0.20544843465365908
238,0.11417391431034898
239,0.09160548061149737
240,0.10943478387515725
241,0.3288065249593572
242,0.11239740500432749
243,0.15833759695092958
244,0.15288044690120042
245,0.18046359016791383
246,0.367618319630743
247,0.5101527486648567
248,0.5455926718344408
249,0.28404323514691254
250,0.23631044013684435
251,0.10447926358172707
252,0.04240650881539629
253,0.1899980269052777
254,0.3819666703189518
255,0.11653579156279899
256,0.07233482028605256
257,0.07396060874894939
258,0.1833394002393346
259,0.06171245061859074
260,0.3052991373913972
261,0.07972770888882724
262,0.4510568113381417
263,0.174099015297486
264,0.051965659837728044
265,0.2026647489079498
266,0.17329893736008706
267,0.10311539773181799
268,0.20456324794238773
269,0.27207724803682526
270,0.07321115278974816
271,0.14845456904190651
272,0.2020336626206992
273,0.10301436133577209
274,0.280972555418666
275,0.04681669738532779
276,0.04759771573074046
277,0.22527258075296017
278,0.08879273320456026
279,0.2872741705432873
280,0.1498318201097798
281,0.37399676622902284
282,0.13937996518735613
283,0.05191480455319421
284,0.19769493075816302
285,0.2938329994542599
286,0.1112819788605858
287,0.14732966314186163
